PAIS,SEXO,RAZA,ANALFABETOS,ALFABETOS,ID_Demografia,ID_Zona
HONDURAS,mujeres,LADINOS,158,5309,12363,1
HONDURAS,mujeres,LADINOS,276,2465,12364,1
HONDURAS,mujeres,LADINOS,1612,4130,12365,1
HONDURAS,mujeres,LADINOS,239,3994,12366,1
HONDURAS,mujeres,LADINOS,435,4820,12367,1
HONDURAS,mujeres,LADINOS,1422,6238,12368,1
HONDURAS,mujeres,LADINOS,1405,4046,12369,1
HONDURAS,mujeres,LADINOS,1727,2080,12370,1
HONDURAS,mujeres,LADINOS,260,6088,12371,1
HONDURAS,mujeres,LADINOS,2631,6249,12372,1
HONDURAS,mujeres,LADINOS,461,4992,12373,1
HONDURAS,mujeres,LADINOS,768,4836,12374,1
HONDURAS,mujeres,LADINOS,1070,4454,12375,1
HONDURAS,mujeres,LADINOS,2722,3126,12376,1
HONDURAS,mujeres,LADINOS,2607,4964,12377,1
HONDURAS,mujeres,LADINOS,1723,3480,12378,1
HONDURAS,mujeres,LADINOS,447,1474,12379,1
HONDURAS,mujeres,LADINOS,2270,3752,12380,1
HONDURAS,mujeres,LADINOS,1566,3582,12381,1
HONDURAS,mujeres,LADINOS,1901,5676,12382,1
HONDURAS,mujeres,LADINOS,1366,1819,12383,1
HONDURAS,mujeres,LADINOS,1945,7132,12384,1
HONDURAS,mujeres,LADINOS,2016,1305,12385,1
HONDURAS,mujeres,LADINOS,1238,5331,12386,1
HONDURAS,mujeres,LADINOS,895,5058,12387,1
HONDURAS,mujeres,LADINOS,1523,5532,12388,1
HONDURAS,mujeres,LADINOS,1347,2681,12389,1
HONDURAS,mujeres,LADINOS,1871,2352,12390,1
HONDURAS,mujeres,LADINOS,50,7262,12391,1
HONDURAS,mujeres,LADINOS,1268,6639,12392,1
HONDURAS,mujeres,LADINOS,639,6416,12393,1
HONDURAS,mujeres,LADINOS,409,7116,12394,1
HONDURAS,mujeres,LADINOS,2137,3571,12395,1
HONDURAS,mujeres,LADINOS,2364,4804,12396,1
HONDURAS,mujeres,LADINOS,296,6247,12397,1
HONDURAS,mujeres,LADINOS,1212,4292,12398,1
HONDURAS,mujeres,LADINOS,813,4490,12399,1
Panama,mujeres,LADINOS,2495,7940,12400,1
Panama,mujeres,LADINOS,1097,4164,12401,1
Panama,mujeres,LADINOS,1230,5580,12402,1
Panama,mujeres,LADINOS,1150,4885,12403,1
Panama,mujeres,LADINOS,1640,4570,12404,1
Panama,mujeres,LADINOS,371,5171,12405,1
Panama,mujeres,LADINOS,2991,5158,12406,1
Panama,mujeres,LADINOS,396,6712,12407,1
Panama,mujeres,LADINOS,1026,3178,12408,1
Panama,mujeres,LADINOS,2262,5290,12409,1
Panama,mujeres,LADINOS,223,2002,12410,1
Panama,mujeres,LADINOS,1206,4606,12411,1
Panama,mujeres,LADINOS,2239,6304,12412,1
Panama,mujeres,LADINOS,978,3262,12413,1
Panama,mujeres,LADINOS,1589,2094,12414,1
Panama,mujeres,LADINOS,1413,4650,12415,1
Panama,mujeres,LADINOS,2532,4803,12416,1
Panama,mujeres,LADINOS,247,4596,12417,1
Panama,mujeres,LADINOS,1105,3752,12418,1
Panama,mujeres,LADINOS,612,5852,12419,1
Panama,mujeres,LADINOS,328,3623,12420,1
Panama,mujeres,LADINOS,25,3199,12421,1
Panama,mujeres,LADINOS,2017,4840,12422,1
Panama,mujeres,LADINOS,1735,3505,12423,1
Panama,mujeres,LADINOS,2699,2523,12424,1
Panama,mujeres,LADINOS,1565,5290,12425,1
Panama,mujeres,LADINOS,1683,1475,12426,1
Panama,mujeres,LADINOS,526,4745,12427,1
Panama,mujeres,LADINOS,2184,7242,12428,1
Panama,mujeres,LADINOS,2122,3650,12429,1
Panama,mujeres,LADINOS,393,2853,12430,1
Panama,mujeres,LADINOS,2404,7777,12431,1
Panama,mujeres,LADINOS,1686,5515,12432,1
Panama,mujeres,LADINOS,1031,5536,12433,1
Panama,mujeres,LADINOS,2430,5381,12434,1
Panama,mujeres,LADINOS,2794,5441,12435,1
Panama,mujeres,LADINOS,1829,3933,12436,1
Panama,mujeres,LADINOS,738,1559,12437,1
Panama,mujeres,LADINOS,2039,3539,12438,1
Panama,mujeres,LADINOS,1585,6606,12439,1
Panama,mujeres,LADINOS,118,4509,12440,1
Panama,mujeres,LADINOS,1976,5775,12441,1
Panama,mujeres,LADINOS,1189,2404,12442,1
Panama,mujeres,LADINOS,1451,6782,12443,1
Panama,mujeres,LADINOS,1731,4067,12444,1
Panama,mujeres,LADINOS,545,3093,12445,1
Panama,mujeres,LADINOS,1771,1945,12446,1
Panama,mujeres,LADINOS,1131,3980,12447,1
Panama,mujeres,LADINOS,2935,5767,12448,1
Panama,mujeres,LADINOS,66,3158,12449,1
Panama,mujeres,LADINOS,2811,1966,12450,1
Panama,mujeres,LADINOS,761,6679,12451,1
Panama,mujeres,LADINOS,1963,4751,12452,1
Panama,mujeres,LADINOS,2200,3795,12453,1
Panama,mujeres,LADINOS,1863,5951,12454,1
Panama,mujeres,LADINOS,1797,3944,12455,1
Panama,mujeres,LADINOS,266,744,12456,1
Panama,mujeres,LADINOS,764,3687,12457,1
Panama,mujeres,LADINOS,172,3814,12458,1
Panama,mujeres,LADINOS,1448,2005,12459,1
Panama,mujeres,LADINOS,801,3095,12460,1
Panama,mujeres,LADINOS,2604,4242,12461,1
Panama,mujeres,LADINOS,435,2239,12462,1
Panama,mujeres,LADINOS,1747,4010,12463,1
Panama,mujeres,LADINOS,1387,3725,12464,1
Panama,mujeres,LADINOS,2184,5040,12465,1
Panama,mujeres,LADINOS,1766,3018,12466,1
Panama,mujeres,LADINOS,2741,6976,12467,1
Panama,mujeres,LADINOS,2635,6168,12468,1
Panama,mujeres,LADINOS,1066,6266,12469,1
Panama,mujeres,LADINOS,1068,4800,12470,1
Panama,mujeres,LADINOS,590,2471,12471,1
Panama,mujeres,LADINOS,1729,4785,12472,1
Panama,mujeres,LADINOS,771,5210,12473,1
Panama,mujeres,LADINOS,505,3619,12474,1
Panama,mujeres,LADINOS,939,4061,12475,1
Panama,mujeres,LADINOS,2998,4019,12476,1
Panama,mujeres,LADINOS,1640,3006,12477,1
Panama,mujeres,LADINOS,2464,5442,12478,1
Panama,mujeres,LADINOS,1870,3546,12479,1
Panama,mujeres,LADINOS,2680,937,12480,1
Panama,mujeres,LADINOS,2458,4449,12481,1
Panama,mujeres,LADINOS,1701,5419,12482,1
Panama,mujeres,LADINOS,1978,4703,12483,1
GUATEMALA,mujeres,LADINOS,1093,3792,12484,1
GUATEMALA,mujeres,LADINOS,1637,5357,12485,1
GUATEMALA,mujeres,LADINOS,1250,4029,12486,1
GUATEMALA,mujeres,LADINOS,1051,1222,12487,1
GUATEMALA,mujeres,LADINOS,1582,4673,12488,1
GUATEMALA,mujeres,LADINOS,1729,4138,12489,1
GUATEMALA,mujeres,LADINOS,2483,4538,12490,1
GUATEMALA,mujeres,LADINOS,2814,4404,12491,1
GUATEMALA,mujeres,LADINOS,305,6191,12492,1
GUATEMALA,mujeres,LADINOS,2686,5091,12493,1
GUATEMALA,mujeres,LADINOS,2449,4258,12494,1
GUATEMALA,mujeres,LADINOS,794,2567,12495,1
GUATEMALA,mujeres,LADINOS,1010,2389,12496,1
GUATEMALA,mujeres,LADINOS,1614,5631,12497,1
GUATEMALA,mujeres,LADINOS,2874,6141,12498,1
GUATEMALA,mujeres,LADINOS,631,3506,12499,1
GUATEMALA,mujeres,LADINOS,1020,4693,12500,1
GUATEMALA,mujeres,LADINOS,2949,3266,12501,1
GUATEMALA,mujeres,LADINOS,341,4269,12502,1
GUATEMALA,mujeres,LADINOS,2880,3433,12503,1
GUATEMALA,mujeres,LADINOS,2724,5761,12504,1
GUATEMALA,mujeres,LADINOS,58,2098,12505,1
GUATEMALA,mujeres,LADINOS,2622,1400,12506,1
GUATEMALA,mujeres,LADINOS,1208,4661,12507,1
GUATEMALA,mujeres,LADINOS,2100,5058,12508,1
GUATEMALA,mujeres,LADINOS,714,5958,12509,1
GUATEMALA,mujeres,LADINOS,2448,4626,12510,1
GUATEMALA,mujeres,LADINOS,502,3619,12511,1
GUATEMALA,mujeres,LADINOS,993,2993,12512,1
GUATEMALA,mujeres,LADINOS,1683,4623,12513,1
GUATEMALA,mujeres,LADINOS,1806,6077,12514,1
GUATEMALA,mujeres,LADINOS,1227,4328,12515,1
GUATEMALA,mujeres,LADINOS,2223,1427,12516,1
GUATEMALA,mujeres,LADINOS,1512,5306,12517,1
GUATEMALA,mujeres,LADINOS,1011,3282,12518,1
GUATEMALA,mujeres,LADINOS,2972,4887,12519,1
GUATEMALA,mujeres,LADINOS,51,6289,12520,1
GUATEMALA,mujeres,LADINOS,1587,5805,12521,1
GUATEMALA,mujeres,LADINOS,1782,3815,12522,1
GUATEMALA,mujeres,LADINOS,2639,3515,12523,1
GUATEMALA,mujeres,LADINOS,186,6208,12524,1
GUATEMALA,mujeres,LADINOS,619,4594,12525,1
GUATEMALA,mujeres,LADINOS,128,5526,12526,1
GUATEMALA,mujeres,LADINOS,2699,4939,12527,1
GUATEMALA,mujeres,LADINOS,41,3460,12528,1
GUATEMALA,mujeres,LADINOS,1749,3510,12529,1
GUATEMALA,mujeres,LADINOS,610,6942,12530,1
GUATEMALA,mujeres,LADINOS,2137,1764,12531,1
GUATEMALA,mujeres,LADINOS,1422,6448,12532,1
GUATEMALA,mujeres,LADINOS,2650,7920,12533,1
GUATEMALA,mujeres,LADINOS,1577,7650,12534,1
GUATEMALA,mujeres,LADINOS,1645,4072,12535,1
GUATEMALA,mujeres,LADINOS,1275,2357,12536,1
GUATEMALA,mujeres,LADINOS,2977,1701,12537,1
GUATEMALA,mujeres,LADINOS,2451,3505,12538,1
GUATEMALA,mujeres,LADINOS,714,1927,12539,1
GUATEMALA,mujeres,LADINOS,2365,5611,12540,1
GUATEMALA,mujeres,LADINOS,952,5567,12541,1
GUATEMALA,mujeres,LADINOS,5,3368,12542,1
GUATEMALA,mujeres,LADINOS,2870,4689,12543,1
GUATEMALA,mujeres,LADINOS,2462,5150,12544,1
GUATEMALA,mujeres,LADINOS,811,3731,12545,1
GUATEMALA,mujeres,LADINOS,1128,4336,12546,1
GUATEMALA,mujeres,LADINOS,1505,3611,12547,1
GUATEMALA,mujeres,LADINOS,1322,5806,12548,1
GUATEMALA,mujeres,LADINOS,2805,2883,12549,1
GUATEMALA,mujeres,LADINOS,1748,7326,12550,1
GUATEMALA,mujeres,LADINOS,1754,1668,12551,1
GUATEMALA,mujeres,LADINOS,1268,4322,12552,1
GUATEMALA,mujeres,LADINOS,1546,1654,12553,1
GUATEMALA,mujeres,LADINOS,2586,6736,12554,1
GUATEMALA,mujeres,LADINOS,1027,5171,12555,1
GUATEMALA,mujeres,LADINOS,1759,5217,12556,1
GUATEMALA,mujeres,LADINOS,1511,2787,12557,1
GUATEMALA,mujeres,LADINOS,759,4721,12558,1
GUATEMALA,mujeres,LADINOS,1117,5227,12559,1
GUATEMALA,mujeres,LADINOS,1345,2708,12560,1
GUATEMALA,mujeres,LADINOS,1636,6524,12561,1
GUATEMALA,mujeres,LADINOS,1447,3527,12562,1
GUATEMALA,mujeres,LADINOS,825,6522,12563,1
GUATEMALA,mujeres,LADINOS,2380,1224,12564,1
GUATEMALA,mujeres,LADINOS,1232,5739,12565,1
GUATEMALA,mujeres,LADINOS,1144,2309,12566,1
GUATEMALA,mujeres,LADINOS,1930,3924,12567,1
GUATEMALA,mujeres,LADINOS,1515,4808,12568,1
GUATEMALA,mujeres,LADINOS,840,3915,12569,1
GUATEMALA,mujeres,LADINOS,234,4603,12570,1
GUATEMALA,mujeres,LADINOS,592,3787,12571,1
GUATEMALA,mujeres,LADINOS,2822,4160,12572,1
GUATEMALA,mujeres,LADINOS,2427,4157,12573,1
GUATEMALA,mujeres,LADINOS,1465,6170,12574,1
GUATEMALA,mujeres,LADINOS,2161,3533,12575,1
GUATEMALA,mujeres,LADINOS,430,2679,12576,1
GUATEMALA,mujeres,LADINOS,668,4856,12577,1
GUATEMALA,mujeres,LADINOS,1294,2318,12578,1
GUATEMALA,mujeres,LADINOS,2179,7677,12579,1
GUATEMALA,mujeres,LADINOS,2611,3813,12580,1
GUATEMALA,mujeres,LADINOS,2318,2926,12581,1
GUATEMALA,mujeres,LADINOS,17,5436,12582,1
GUATEMALA,mujeres,LADINOS,439,1937,12583,1
GUATEMALA,mujeres,LADINOS,1912,6028,12584,1
GUATEMALA,mujeres,LADINOS,2137,4938,12585,1
GUATEMALA,mujeres,LADINOS,1415,3940,12586,1
GUATEMALA,mujeres,LADINOS,1669,4719,12587,1
GUATEMALA,mujeres,LADINOS,1765,1598,12588,1
GUATEMALA,mujeres,LADINOS,1148,4428,12589,1
GUATEMALA,mujeres,LADINOS,1626,5594,12590,1
GUATEMALA,mujeres,LADINOS,2824,3035,12591,1
GUATEMALA,mujeres,LADINOS,1982,5446,12592,1
GUATEMALA,mujeres,LADINOS,2141,4408,12593,1
GUATEMALA,mujeres,LADINOS,1953,4810,12594,1
GUATEMALA,mujeres,LADINOS,2985,4431,12595,1
GUATEMALA,mujeres,LADINOS,825,3643,12596,1
GUATEMALA,mujeres,LADINOS,952,6253,12597,1
GUATEMALA,mujeres,LADINOS,1504,7927,12598,1
GUATEMALA,mujeres,LADINOS,2775,6563,12599,1
GUATEMALA,mujeres,LADINOS,2354,4664,12600,1
GUATEMALA,mujeres,LADINOS,2249,3462,12601,1
GUATEMALA,mujeres,LADINOS,1662,6091,12602,1
GUATEMALA,mujeres,LADINOS,904,3158,12603,1
GUATEMALA,mujeres,LADINOS,2337,4179,12604,1
GUATEMALA,mujeres,LADINOS,1506,2623,12605,1
GUATEMALA,mujeres,LADINOS,2235,6414,12606,1
GUATEMALA,mujeres,LADINOS,659,7031,12607,1
GUATEMALA,mujeres,LADINOS,2570,4088,12608,1
GUATEMALA,mujeres,LADINOS,857,5577,12609,1
GUATEMALA,mujeres,LADINOS,611,5831,12610,1
GUATEMALA,mujeres,LADINOS,2773,4969,12611,1
GUATEMALA,mujeres,LADINOS,2324,3828,12612,1
GUATEMALA,mujeres,LADINOS,2324,3843,12613,1
GUATEMALA,mujeres,LADINOS,1914,4141,12614,1
GUATEMALA,mujeres,LADINOS,1226,2596,12615,1
GUATEMALA,mujeres,LADINOS,1483,2143,12616,1
GUATEMALA,mujeres,LADINOS,465,4229,12617,1
GUATEMALA,mujeres,LADINOS,2845,2889,12618,1
GUATEMALA,mujeres,LADINOS,174,3115,12619,1
GUATEMALA,mujeres,LADINOS,529,5333,12620,1
GUATEMALA,mujeres,LADINOS,2777,5667,12621,1
GUATEMALA,mujeres,LADINOS,1392,4583,12622,1
GUATEMALA,mujeres,LADINOS,1417,6414,12623,1
GUATEMALA,mujeres,LADINOS,2311,1031,12624,1
GUATEMALA,mujeres,LADINOS,366,3499,12625,1
GUATEMALA,mujeres,LADINOS,1033,4832,12626,1
GUATEMALA,mujeres,LADINOS,2440,5289,12627,1
GUATEMALA,mujeres,LADINOS,2164,6300,12628,1
GUATEMALA,mujeres,LADINOS,928,2915,12629,1
GUATEMALA,mujeres,LADINOS,73,3773,12630,1
GUATEMALA,mujeres,LADINOS,2485,6953,12631,1
GUATEMALA,mujeres,LADINOS,1094,6617,12632,1
GUATEMALA,mujeres,LADINOS,2598,5026,12633,1
GUATEMALA,mujeres,LADINOS,2290,5362,12634,1
GUATEMALA,mujeres,LADINOS,394,4410,12635,1
GUATEMALA,mujeres,LADINOS,2980,8254,12636,1
GUATEMALA,mujeres,LADINOS,475,6201,12637,1
GUATEMALA,mujeres,LADINOS,2304,4699,12638,1
GUATEMALA,mujeres,LADINOS,1504,3074,12639,1
GUATEMALA,mujeres,LADINOS,169,4311,12640,1
GUATEMALA,mujeres,LADINOS,687,3595,12641,1
GUATEMALA,mujeres,LADINOS,2542,6589,12642,1
GUATEMALA,mujeres,LADINOS,2577,5703,12643,1
GUATEMALA,mujeres,LADINOS,1527,6073,12644,1
GUATEMALA,mujeres,LADINOS,443,1534,12645,1
GUATEMALA,mujeres,LADINOS,596,1852,12646,1
GUATEMALA,mujeres,LADINOS,215,4863,12647,1
GUATEMALA,mujeres,LADINOS,2554,4082,12648,1
GUATEMALA,mujeres,LADINOS,731,3666,12649,1
GUATEMALA,mujeres,LADINOS,251,4687,12650,1
GUATEMALA,mujeres,LADINOS,1037,4530,12651,1
GUATEMALA,mujeres,LADINOS,2161,3137,12652,1
GUATEMALA,mujeres,LADINOS,1777,5753,12653,1
GUATEMALA,mujeres,LADINOS,2566,4554,12654,1
GUATEMALA,mujeres,LADINOS,1937,6573,12655,1
GUATEMALA,mujeres,LADINOS,24,6625,12656,1
GUATEMALA,mujeres,LADINOS,2923,6008,12657,1
GUATEMALA,mujeres,LADINOS,920,3997,12658,1
GUATEMALA,mujeres,LADINOS,1017,5810,12659,1
GUATEMALA,mujeres,LADINOS,2483,4349,12660,1
GUATEMALA,mujeres,LADINOS,1866,4554,12661,1
GUATEMALA,mujeres,LADINOS,1887,3183,12662,1
GUATEMALA,mujeres,LADINOS,1154,5211,12663,1
GUATEMALA,mujeres,LADINOS,1671,2641,12664,1
GUATEMALA,mujeres,LADINOS,2699,4127,12665,1
GUATEMALA,mujeres,LADINOS,434,4574,12666,1
GUATEMALA,mujeres,LADINOS,1349,7001,12667,1
GUATEMALA,mujeres,LADINOS,2798,2949,12668,1
GUATEMALA,mujeres,LADINOS,2910,2824,12669,1
GUATEMALA,mujeres,LADINOS,751,5839,12670,1
GUATEMALA,mujeres,LADINOS,1636,4638,12671,1
GUATEMALA,mujeres,LADINOS,2226,6329,12672,1
GUATEMALA,mujeres,LADINOS,2076,5197,12673,1
GUATEMALA,mujeres,LADINOS,2900,2928,12674,1
GUATEMALA,mujeres,LADINOS,869,2442,12675,1
GUATEMALA,mujeres,LADINOS,2767,5720,12676,1
GUATEMALA,mujeres,LADINOS,898,5231,12677,1
GUATEMALA,mujeres,LADINOS,1863,3866,12678,1
GUATEMALA,mujeres,LADINOS,865,5182,12679,1
GUATEMALA,mujeres,LADINOS,715,5215,12680,1
GUATEMALA,mujeres,LADINOS,2776,4032,12681,1
GUATEMALA,mujeres,LADINOS,1020,7783,12682,1
GUATEMALA,mujeres,LADINOS,2185,3250,12683,1
GUATEMALA,mujeres,LADINOS,1802,5661,12684,1
GUATEMALA,mujeres,LADINOS,1898,2668,12685,1
GUATEMALA,mujeres,LADINOS,2620,4029,12686,1
GUATEMALA,mujeres,LADINOS,2257,3390,12687,1
GUATEMALA,mujeres,LADINOS,2229,5236,12688,1
GUATEMALA,mujeres,LADINOS,1665,3407,12689,1
GUATEMALA,mujeres,LADINOS,2027,5476,12690,1
GUATEMALA,mujeres,LADINOS,1609,6762,12691,1
GUATEMALA,mujeres,LADINOS,1992,2913,12692,1
GUATEMALA,mujeres,LADINOS,2323,5569,12693,1
GUATEMALA,mujeres,LADINOS,2355,2949,12694,1
GUATEMALA,mujeres,LADINOS,1524,3360,12695,1
GUATEMALA,mujeres,LADINOS,2790,6016,12696,1
GUATEMALA,mujeres,LADINOS,1228,3774,12697,1
GUATEMALA,mujeres,LADINOS,2619,3308,12698,1
GUATEMALA,mujeres,LADINOS,2889,6741,12699,1
GUATEMALA,mujeres,LADINOS,2410,6892,12700,1
GUATEMALA,mujeres,LADINOS,2371,6381,12701,1
GUATEMALA,mujeres,LADINOS,1438,3344,12702,1
GUATEMALA,mujeres,LADINOS,678,1904,12703,1
GUATEMALA,mujeres,LADINOS,185,5495,12704,1
GUATEMALA,mujeres,LADINOS,680,4246,12705,1
GUATEMALA,mujeres,LADINOS,312,5045,12706,1
GUATEMALA,mujeres,LADINOS,527,5132,12707,1
GUATEMALA,mujeres,LADINOS,135,5202,12708,1
GUATEMALA,mujeres,LADINOS,1807,7212,12709,1
GUATEMALA,mujeres,LADINOS,432,4004,12710,1
GUATEMALA,mujeres,LADINOS,991,5443,12711,1
GUATEMALA,mujeres,LADINOS,2528,5346,12712,1
GUATEMALA,mujeres,LADINOS,2725,6386,12713,1
GUATEMALA,mujeres,LADINOS,9,3875,12714,1
GUATEMALA,mujeres,LADINOS,662,4371,12715,1
GUATEMALA,mujeres,LADINOS,2408,1679,12716,1
GUATEMALA,mujeres,LADINOS,2178,4202,12717,1
GUATEMALA,mujeres,LADINOS,584,5817,12718,1
GUATEMALA,mujeres,LADINOS,902,2938,12719,1
GUATEMALA,mujeres,LADINOS,1478,3992,12720,1
GUATEMALA,mujeres,LADINOS,1810,3083,12721,1
GUATEMALA,mujeres,LADINOS,2861,3784,12722,1
GUATEMALA,mujeres,LADINOS,2295,4368,12723,1
GUATEMALA,mujeres,LADINOS,308,5699,12724,1
GUATEMALA,mujeres,LADINOS,1014,6416,12725,1
GUATEMALA,mujeres,LADINOS,2230,1653,12726,1
GUATEMALA,mujeres,LADINOS,954,4430,12727,1
GUATEMALA,mujeres,LADINOS,1687,2284,12728,1
GUATEMALA,mujeres,LADINOS,2428,1698,12729,1
GUATEMALA,mujeres,LADINOS,35,3969,12730,1
GUATEMALA,mujeres,LADINOS,1245,5711,12731,1
GUATEMALA,mujeres,LADINOS,185,2539,12732,1
GUATEMALA,mujeres,LADINOS,188,5110,12733,1
GUATEMALA,mujeres,LADINOS,2440,4472,12734,1
GUATEMALA,mujeres,LADINOS,2563,6754,12735,1
GUATEMALA,mujeres,LADINOS,2731,5930,12736,1
GUATEMALA,mujeres,LADINOS,107,5118,12737,1
GUATEMALA,mujeres,LADINOS,611,7264,12738,1
GUATEMALA,mujeres,LADINOS,2650,3861,12739,1
GUATEMALA,mujeres,LADINOS,2019,1973,12740,1
GUATEMALA,mujeres,LADINOS,2705,7486,12741,1
GUATEMALA,mujeres,LADINOS,151,6436,12742,1
GUATEMALA,mujeres,LADINOS,1798,6599,12743,1
GUATEMALA,mujeres,LADINOS,1606,5402,12744,1
GUATEMALA,mujeres,LADINOS,1499,2961,12745,1
GUATEMALA,mujeres,LADINOS,2015,4891,12746,1
GUATEMALA,mujeres,LADINOS,1671,5935,12747,1
GUATEMALA,mujeres,LADINOS,2402,5364,12748,1
GUATEMALA,mujeres,LADINOS,2252,4030,12749,1
GUATEMALA,mujeres,LADINOS,2505,5816,12750,1
GUATEMALA,mujeres,LADINOS,915,4904,12751,1
GUATEMALA,mujeres,LADINOS,895,1569,12752,1
GUATEMALA,mujeres,LADINOS,1730,2706,12753,1
GUATEMALA,mujeres,LADINOS,2069,5759,12754,1
GUATEMALA,mujeres,LADINOS,622,4674,12755,1
GUATEMALA,mujeres,LADINOS,686,5462,12756,1
GUATEMALA,mujeres,LADINOS,382,2295,12757,1
GUATEMALA,mujeres,LADINOS,443,4753,12758,1
GUATEMALA,mujeres,LADINOS,1297,4096,12759,1
GUATEMALA,mujeres,LADINOS,889,4966,12760,1
GUATEMALA,mujeres,LADINOS,851,5999,12761,1
GUATEMALA,mujeres,LADINOS,885,3030,12762,1
GUATEMALA,mujeres,LADINOS,458,3630,12763,1
GUATEMALA,mujeres,LADINOS,1058,2876,12764,1
GUATEMALA,mujeres,LADINOS,1752,7166,12765,1
GUATEMALA,mujeres,LADINOS,1182,3021,12766,1
GUATEMALA,mujeres,LADINOS,527,5748,12767,1
GUATEMALA,mujeres,LADINOS,1649,6885,12768,1
GUATEMALA,mujeres,LADINOS,1259,6158,12769,1
GUATEMALA,mujeres,LADINOS,414,2630,12770,1
GUATEMALA,mujeres,LADINOS,1256,2625,12771,1
GUATEMALA,mujeres,LADINOS,2593,2982,12772,1
GUATEMALA,mujeres,LADINOS,1516,2893,12773,1
GUATEMALA,mujeres,LADINOS,1090,2495,12774,1
GUATEMALA,mujeres,LADINOS,581,7233,12775,1
GUATEMALA,mujeres,LADINOS,511,4226,12776,1
GUATEMALA,mujeres,LADINOS,1657,4096,12777,1
GUATEMALA,mujeres,LADINOS,2087,5869,12778,1
GUATEMALA,mujeres,LADINOS,1177,5191,12779,1
GUATEMALA,mujeres,LADINOS,873,3753,12780,1
GUATEMALA,mujeres,LADINOS,2448,5472,12781,1
GUATEMALA,mujeres,LADINOS,1965,3653,12782,1
GUATEMALA,mujeres,LADINOS,2686,4852,12783,1
GUATEMALA,mujeres,LADINOS,2074,5687,12784,1
GUATEMALA,mujeres,LADINOS,56,2212,12785,1
GUATEMALA,mujeres,LADINOS,1474,3107,12786,1
GUATEMALA,mujeres,LADINOS,379,4784,12787,1
GUATEMALA,mujeres,LADINOS,2072,1728,12788,1
GUATEMALA,mujeres,LADINOS,2219,3402,12789,1
GUATEMALA,mujeres,LADINOS,1812,6957,12790,1
GUATEMALA,mujeres,LADINOS,1472,3383,12791,1
GUATEMALA,mujeres,LADINOS,1359,4134,12792,1
GUATEMALA,mujeres,LADINOS,2666,3860,12793,1
GUATEMALA,mujeres,LADINOS,1840,905,12794,1
GUATEMALA,mujeres,LADINOS,2933,3148,12795,1
GUATEMALA,mujeres,LADINOS,2750,4834,12796,1
GUATEMALA,mujeres,LADINOS,518,2823,12797,1
GUATEMALA,mujeres,LADINOS,1605,4685,12798,1
GUATEMALA,mujeres,LADINOS,2633,3780,12799,1
GUATEMALA,mujeres,LADINOS,616,4297,12800,1
GUATEMALA,mujeres,LADINOS,2950,5236,12801,1
GUATEMALA,mujeres,LADINOS,2548,3862,12802,1
GUATEMALA,mujeres,LADINOS,2441,5248,12803,1
GUATEMALA,mujeres,LADINOS,1684,3916,12804,1
GUATEMALA,mujeres,LADINOS,206,2137,12805,1
GUATEMALA,mujeres,LADINOS,894,4612,12806,1
GUATEMALA,mujeres,LADINOS,980,6062,12807,1
GUATEMALA,mujeres,LADINOS,1597,4491,12808,1
GUATEMALA,mujeres,LADINOS,1608,4655,12809,1
GUATEMALA,mujeres,LADINOS,1700,1988,12810,1
GUATEMALA,mujeres,LADINOS,2611,3152,12811,1
GUATEMALA,mujeres,LADINOS,2549,2280,12812,1
GUATEMALA,mujeres,LADINOS,674,2844,12813,1
GUATEMALA,mujeres,LADINOS,657,4286,12814,1
GUATEMALA,mujeres,LADINOS,176,5126,12815,1
EL SALVADOR,mujeres,LADINOS,944,1861,12816,1
EL SALVADOR,mujeres,LADINOS,2282,7196,12817,1
EL SALVADOR,mujeres,LADINOS,1631,6048,12818,1
EL SALVADOR,mujeres,LADINOS,615,6126,12819,1
EL SALVADOR,mujeres,LADINOS,2815,5075,12820,1
EL SALVADOR,mujeres,LADINOS,2489,4158,12821,1
EL SALVADOR,mujeres,LADINOS,561,6352,12822,1
EL SALVADOR,mujeres,LADINOS,515,4626,12823,1
EL SALVADOR,mujeres,LADINOS,1262,3992,12824,1
EL SALVADOR,mujeres,LADINOS,1238,4043,12825,1
EL SALVADOR,mujeres,LADINOS,1455,1300,12826,1
EL SALVADOR,mujeres,LADINOS,236,5795,12827,1
EL SALVADOR,mujeres,LADINOS,1175,3252,12828,1
EL SALVADOR,mujeres,LADINOS,1540,3795,12829,1
EL SALVADOR,mujeres,LADINOS,2297,2633,12830,1
EL SALVADOR,mujeres,LADINOS,2427,6288,12831,1
EL SALVADOR,mujeres,LADINOS,956,3877,12832,1
EL SALVADOR,mujeres,LADINOS,1074,4980,12833,1
EL SALVADOR,mujeres,LADINOS,1902,4183,12834,1
EL SALVADOR,mujeres,LADINOS,2508,2488,12835,1
EL SALVADOR,mujeres,LADINOS,2964,7755,12836,1
EL SALVADOR,mujeres,LADINOS,666,5647,12837,1
EL SALVADOR,mujeres,LADINOS,464,3174,12838,1
EL SALVADOR,mujeres,LADINOS,2502,1366,12839,1
EL SALVADOR,mujeres,LADINOS,1507,5741,12840,1
EL SALVADOR,mujeres,LADINOS,186,3729,12841,1
EL SALVADOR,mujeres,LADINOS,2109,7414,12842,1
EL SALVADOR,mujeres,LADINOS,2951,6137,12843,1
